id;Vencimento;DataDocumento;NumeroDocumento;ValorDocumento;IDFornecedor;ValorAbatimento;DataAbatimento;Status
7494;07/05/2024;09/03/2024;2024002977;338,55;267597;338,55;07/05/2024;PAID
7495;10/04/2024;05/03/2024;25243;616;267619;616;10/04/2024;PAID
7496;07/04/2024;09/03/2024;221772;731,5;267632;731,5;08/04/2024;PAID
7497;08/04/2024;09/03/2024;810530;135;267958;135;08/04/2024;PAID
7498;09/04/2024;09/03/2024;8431;520;267576;520;09/04/2024;PAID
7499;20/03/2024;09/03/2024;367;825,56;267621;825,56;20/03/2024;PAID
7500;14/04/2024;11/03/2024;377623;62,1;267584;62,1;15/04/2024;PAID
7501;03/05/2024;11/03/2024;114692;20,44;267580;20,44;03/05/2024;PAID
7502;10/04/2024;11/03/2024;48996;1355;267574;381;12/04/2024;PAID
7503;10/04/2024;11/03/2024;49001;316;267574;316;10/04/2024;PAID
7504;18/04/2024;11/03/2024;19980;49,91;253236;49,91;18/04/2024;PAID
7505;10/04/2024;11/03/2024;11032024;100;267959;100;10/04/2024;PAID
7506;11/03/2024;11/03/2024;2982;41,48;267960;41,48;11/03/2024;PAID
7507;02/04/2024;05/03/2024;132570;2112,1;267956;2112,1;02/04/2024;PAID
7508;11/03/2024;11/03/2024;246720;120,8;267961;120,8;11/03/2024;PAID
7509;14/04/2024;11/03/2024;377803;121,5;267584;121,5;15/04/2024;PAID
7510;18/04/2024;11/03/2024;20014;65,86;253236;65,86;18/04/2024;PAID
7511;10/04/2024;11/03/2024;20077;507,8;253236;507,8;10/04/2024;PAID
7512;10/05/2024;11/03/2024;20077;506;253236;506;10/05/2024;PAID
7513;09/06/2024;11/03/2024;20077;506;253236;506;10/06/2024;PAID
7514;11/03/2024;11/03/2024;3;764,09;267962;764,09;11/03/2024;PAID
7515;11/03/2024;11/03/2024;3;2776,86;267938;2776,86;11/03/2024;PAID
7516;11/03/2024;11/03/2024;5;2725,41;267923;2725,41;11/03/2024;PAID
7517;09/04/2024;12/03/2024;2024003078;159,65;267597;159,65;15/04/2024;PAID
7518;11/04/2024;12/03/2024;6;2725,41;267923;2725,41;11/04/2024;PAID
7519;11/03/2024;11/03/2024;329;2700;267938;2700;11/03/2024;PAID
7520;05/04/2024;12/03/2024;139521;106,25;267568;106,25;05/04/2024;PAID
7521;10/04/2024;12/03/2024;49039;650;267574;650;10/04/2024;PAID
7522;10/04/2024;12/03/2024;4966;367;267853;367;10/04/2024;PAID
7523;10/05/2024;12/03/2024;4966;366;267853;366;10/05/2024;PAID
7524;09/06/2024;12/03/2024;4966;366;267853;366;10/06/2024;PAID
7525;12/03/2024;12/03/2024;3;4168,91;267938;4168,91;12/03/2024;PAID
7526;10/04/2024;12/03/2024;49038;254;267574;254;10/04/2024;PAID
7527;09/04/2024;12/03/2024;22382;914,65;253247;914,65;15/04/2024;PAID
7528;07/05/2024;12/03/2024;22382;914,65;253247;914,65;07/05/2024;PAID
7529;04/06/2024;12/03/2024;22382;914,65;253247;914,65;04/06/2024;PAID
7530;02/07/2024;12/03/2024;22382;914,65;253247;914,65;02/07/2024;PAID
7531;30/07/2024;12/03/2024;22382;914,63;253247;914,63;30/07/2024;PAID
7532;07/05/2024;12/03/2024;2024003078;159,65;267597;159,65;07/05/2024;PAID
7534;11/04/2024;12/03/2024;37601;1233,58;267964;1233,58;11/04/2024;PAID
7535;11/05/2024;12/03/2024;37601;1233,21;267964;1233,21;13/05/2024;PAID
7536;10/06/2024;12/03/2024;37601;1233,21;267964;1233,21;10/06/2024;PAID
7537;11/04/2024;12/03/2024;21921;100;267755;100;11/04/2024;PAID
7538;11/05/2024;12/03/2024;21921;100;267755;100;13/05/2024;PAID
7539;10/06/2024;12/03/2024;21921;100;267755;100;10/06/2024;PAID
7540;14/04/2024;12/03/2024;377921;126,9;267584;126,9;15/04/2024;PAID
7541;14/04/2024;12/03/2024;377920;149,4;267584;149,4;15/04/2024;PAID
7542;12/04/2024;12/03/2024;144;250;267720;250;13/04/2024;PAID
7543;10/04/2024;12/03/2024;62702;32,57;267938;32,57;10/04/2024;PAID
7544;12/03/2024;12/03/2024;41540;238,35;267938;238,35;12/03/2024;PAID
7545;11/04/2024;13/03/2024;45821;366;267853;366;11/04/2024;PAID
7546;11/05/2024;13/03/2024;45821;366;267853;366;13/05/2024;PAID
7547;10/06/2024;13/03/2024;45821;366;267853;366;10/06/2024;PAID
7548;12/03/2024;12/03/2024;347;700;267938;700;12/03/2024;PAID
7549;20/04/2024;13/03/2024;26108;9,9;267619;9,9;20/04/2024;PAID
7550;12/04/2024;13/03/2024;20227;409,93;253236;409,93;12/04/2024;PAID
7551;12/05/2024;13/03/2024;20227;352;253236;352;13/05/2024;PAID
7552;13/03/2024;13/03/2024;916454;595;267662;595;13/03/2024;PAID
7553;13/03/2024;13/03/2024;215461;430;267718;430;13/03/2024;PAID
7554;26/03/2024;13/03/2024;167;665;267965;665;13/03/2024;PAID
7555;13/03/2024;13/03/2024;59974;10;253245;10;13/03/2024;PAID
7556;12/04/2024;12/03/2024;4;1200;267919;1200;12/04/2024;PAID
7557;06/03/2024;06/03/2024;3;720;267938;720;06/03/2024;PAID
7558;06/03/2024;06/03/2024;3;884,71;267938;884,71;06/03/2024;PAID
7559;06/03/2024;06/03/2024;3;16716,07;267938;16716,07;06/03/2024;PAID
7560;06/03/2024;06/03/2024;3;15842,16;267938;15842,16;06/03/2024;PAID
7561;06/02/2024;06/02/2024;2;800;267938;800;06/02/2024;PAID
7562;06/02/2024;06/02/2024;2;594,07;267938;594,07;06/02/2024;PAID
7563;06/02/2024;06/02/2024;2;20408,96;267938;20408,96;06/02/2024;PAID
7564;06/02/2024;06/02/2024;2;9919,15;267938;9919,15;06/02/2024;PAID
7565;05/01/2024;05/01/2024;1;1040;267938;1040;05/01/2024;PAID
7566;05/01/2024;05/01/2024;1;655,68;267938;655,68;05/01/2024;PAID
7567;05/01/2024;05/01/2024;1;18043,8;267938;18043,8;05/01/2024;PAID
7568;05/01/2024;05/01/2024;1;13843,94;267938;13843,94;05/01/2024;PAID
7569;13/03/2024;13/03/2024;916470;634;267662;634;13/03/2024;PAID
7570;15/04/2024;13/03/2024;26170;22,5;267671;22,5;15/04/2024;PAID
7571;12/03/2024;24/02/2024;348;24;267938;24;12/03/2024;PAID
7572;12/03/2024;24/02/2024;349;215,45;267938;215,45;12/03/2024;PAID
7573;12/03/2024;23/02/2024;350;133,67;267938;133,67;12/03/2024;PAID
7574;10/04/2024;02/03/2024;3;52;267938;52;10/04/2024;PAID
7575;10/04/2024;02/03/2024;181782;255,02;267938;255,02;10/04/2024;PAID
7576;12/03/2024;26/02/2024;49941;40;267938;40;12/03/2024;PAID
7577;10/04/2024;02/03/2024;319361;190,07;267938;190,07;10/04/2024;PAID
7578;10/04/2024;12/03/2024;3;72;267938;72;10/04/2024;PAID
7579;12/03/2024;12/03/2024;17984;200,6;267938;200,6;12/03/2024;PAID
7580;13/03/2024;13/03/2024;276298;249,14;267938;249,14;13/03/2024;PAID
7581;10/04/2024;02/03/2024;P8;12,9;267938;12,9;10/04/2024;PAID
7582;10/04/2024;02/03/2024;3;12,9;267938;12,9;10/04/2024;PAID
7583;10/04/2024;12/03/2024;P8;12,9;267938;12,9;10/04/2024;PAID
7584;10/04/2024;13/03/2024;P8;12,9;267938;12,9;10/04/2024;PAID
7585;10/04/2024;13/03/2024;3;38;267938;38;10/04/2024;PAID
7586;10/04/2024;13/03/2024;3;69;267938;69;10/04/2024;PAID
7587;12/03/2024;12/03/2024;3;29,97;267938;29,97;12/03/2024;PAID
7588;10/04/2024;12/03/2024;3;200;267938;200;10/04/2024;PAID
7589;20/04/2024;13/03/2024;26170;22,5;267619;22,5;20/04/2024;PAID
7590;13/03/2024;13/03/2024;78184;2158,26;267917;2158,26;13/03/2024;PAID
7591;10/04/2024;14/03/2024;139636;281,25;267568;281,25;10/04/2024;PAID
7592;09/03/2024;01/03/2024;351;59,49;267615;59,49;13/03/2024;PAID
7593;12/03/2024;12/03/2024;3;85;267938;85;12/03/2024;PAID
7594;18/04/2024;14/03/2024;20130;161,99;253236;161,99;18/04/2024;PAID
7595;18/04/2024;14/03/2024;20321;109,72;253236;109,72;18/03/2024;PAID
7596;18/04/2024;14/03/2024;20352;212,2;253236;212,2;18/04/2024;PAID
7597;13/04/2024;14/03/2024;45187;425;267662;425;13/04/2024;PAID
7598;12/04/2024;14/03/2024;138428;100;267590;100;22/04/2024;PAID
7599;13/04/2024;14/03/2024;20334;444,45;253236;444,45;13/04/2024;PAID
7600;13/04/2024;14/03/2024;49197;100;267574;100;13/04/2024;PAID
7601;10/04/2024;14/03/2024;227619;380;267958;380;10/04/2024;PAID
7602;03/05/2024;15/03/2024;114983;54,5;267580;54,5;03/05/2024;PAID
7603;15/03/2024;15/03/2024;138472;235;267590;235;15/03/2024;PAID
7604;20/04/2024;13/03/2024;26200;165,84;267619;165,84;20/04/2024;PAID
7605;10/04/2024;14/03/2024;384;11;267938;11;10/04/2024;PAID
7606;10/04/2024;12/03/2024;1054879;232,01;267938;232,01;10/04/2024;PAID
7607;10/04/2024;07/03/2024;35113;222,31;267938;222,31;10/04/2024;PAID
7608;20/03/2024;15/03/2024;7,20241E+15;28667,51;267626;28667,51;21/02/2024;PAID
7609;25/04/2024;15/03/2024;26334;145,35;267619;145,35;25/04/2024;PAID
7610;18/04/2024;15/03/2024;20315;107,1;253236;107,1;18/04/2024;PAID
7611;17/04/2024;15/03/2024;20418;454,38;253236;454,38;17/04/2024;PAID
7612;18/04/2024;15/03/2024;20417;151,46;253236;151,46;18/04/2024;PAID
7613;14/04/2024;15/03/2024;15032024;212,5;267662;212,5;15/04/2024;PAID
7614;14/04/2024;15/03/2024;49218;134;267574;134;15/04/2024;PAID
7615;09/03/2024;09/02/2024;2;380;267704;380;15/03/2024;PAID
7616;14/04/2024;15/03/2024;138513;180;267590;180;15/04/2024;PAID
7617;15/03/2024;15/03/2024;388088;12;267598;12;15/03/2024;PAID
7618;15/03/2024;15/03/2024;352;200;267938;200;15/03/2024;PAID
7619;15/03/2024;15/03/2024;353;120;267938;120;15/03/2024;PAID
7620;17/04/2024;16/03/2024;138552;75;267590;75;20/04/2024;PAID
7621;14/04/2024;16/03/2024;45193;741,6;267662;741,6;15/04/2024;PAID
7622;14/04/2024;16/03/2024;20412;374;253236;374;15/04/2024;PAID
7623;14/05/2024;16/03/2024;20412;373;253236;373;14/05/2024;PAID
7624;13/06/2024;16/03/2024;20412;373;253236;373;13/06/2024;PAID
7625;13/04/2024;16/03/2024;45184;197;267662;197;13/04/2024;PAID
7626;16/03/2024;16/03/2024;358;65;267938;65;16/03/2024;PAID
7627;16/03/2024;16/03/2024;359;99,97;267938;99,97;16/03/2024;PAID
7628;16/03/2024;16/03/2024;360;84,85;267938;84,85;16/03/2024;PAID
7629;16/03/2024;16/03/2024;361;129,3;267938;129,3;16/03/2024;PAID
7630;15/03/2024;15/03/2024;190339;142,57;267938;142,57;15/03/2024;PAID
7631;10/04/2024;15/03/2024;385;53,28;267938;53,28;10/04/2024;PAID
7632;10/04/2024;15/03/2024;386;12,9;267938;12,9;10/04/2024;PAID
7633;15/03/2024;15/03/2024;354;12,9;267938;12,9;15/03/2024;PAID
7634;15/04/2024;15/03/2024;135950;180;267590;180;15/04/2024;PAID
7635;20/04/2024;16/03/2024;172418;749,94;267619;749,94;20/04/2024;PAID
7636;15/04/2024;18/03/2024;49282;931,16;267574;931,16;15/04/2024;PAID
7637;15/05/2024;18/03/2024;49282;804,42;267574;804,42;15/05/2024;PAID
7638;14/06/2024;18/03/2024;49282;804,42;267574;804,42;14/06/2024;PAID
7639;15/04/2024;18/03/2024;49284;1325;267574;1325;15/04/2024;PAID
7640;18/03/2024;18/03/2024;215541;1830;267718;1830;18/03/2024;PAID
7641;31/01/2024;31/01/2024;1;713,06;267938;713,06;31/01/2024;PAID
7642;31/01/2024;31/01/2024;1;6,9;267938;6,9;31/01/2024;PAID
7643;29/02/2024;29/02/2024;2;1952,89;267938;1952,89;29/02/2024;PAID
7644;29/02/2024;29/02/2024;2;6,9;267938;6,9;29/02/2024;PAID
7645;16/03/2024;16/03/2024;362;36;267938;36;16/03/2024;PAID
7646;14/04/2024;18/03/2024;126170;1590,91;253256;1590,91;15/04/2024;PAID
7647;14/05/2024;18/03/2024;126170;1590,91;253256;1590,91;14/05/2024;PAID
7648;10/04/2024;15/03/2024;3;51;267938;51;10/04/2024;PAID
7649;10/04/2024;16/03/2024;3;36;267938;36;10/04/2024;PAID
7650;20/01/2024;20/01/2024;1;1000;267938;1000;20/01/2024;PAID
7651;15/01/2024;15/01/2024;1;200;267938;200;15/01/2024;PAID
7652;18/03/2024;18/03/2024;60017;10;253245;10;18/03/2024;PAID
7653;15/04/2024;18/03/2024;18032024;833,94;267568;833,94;15/04/2024;PAID
7654;14/04/2024;18/03/2024;20480;347,23;253236;347,23;14/04/2024;PAID
7655;24/04/2024;18/03/2024;20596;224,83;253236;224,83;24/04/2024;PAID
7656;18/04/2024;18/03/2024;20493;112,84;253236;112,84;18/04/2024;PAID
7657;17/04/2024;18/03/2024;18032024;125,8;267840;125,8;17/04/2024;PAID
7658;13/01/2024;13/01/2024;1;2158,26;267917;2158,26;15/01/2024;PAID
7659;18/03/2024;18/03/2024;364;41;267938;41;18/03/2024;PAID
7660;10/04/2024;18/03/2024;3;282,11;267938;282,11;10/04/2024;PAID
7661;17/04/2024;19/03/2024;20637;338,1;253236;338,1;17/04/2024;PAID
7662;17/05/2024;19/03/2024;20637;288;253236;288;17/05/2024;PAID
7663;17/04/2024;17/03/2024;363;251,17;267938;251,17;17/03/2024;PAID
7664;15/03/2024;15/03/2024;355;70;267603;50;15/03/2024;PAID
7665;15/03/2024;15/03/2024;356;297,5;267623;238;15/03/2024;PAID
7666;15/03/2024;06/03/2024;357;48,8;253247;48,8;15/03/2024;PAID
7667;25/04/2024;19/03/2024;26693;22,5;267619;22,5;25/04/2024;PAID
7668;18/03/2024;05/03/2024;113186;45;267580;45;18/03/2024;PAID
7669;17/04/2024;19/03/2024;45952;302,54;267853;302,54;17/04/2024;PAID
7670;02/05/2024;19/03/2024;45952;301;267853;301;02/05/2024;PAID
7671;17/05/2024;19/03/2024;45952;301;267853;301;17/05/2024;PAID
7672;15/04/2024;19/03/2024;501509557;398;267589;398;15/04/2024;PAID
7673;10/04/2024;15/03/2024;3;28;267938;28;10/04/2024;PAID
7674;18/03/2024;18/03/2024;365;100;267938;100;18/03/2024;PAID
7675;19/03/2024;19/03/2024;81822;66;267718;66;19/03/2024;PAID
7676;19/03/2024;19/03/2024;140039;58,38;267568;58,38;19/03/2024;PAID
7677;16/04/2024;19/03/2024;140021;761,67;267568;761,67;15/04/2024;PAID
7678;19/03/2024;19/03/2024;366;32;267938;32;19/03/2024;PAID
7679;30/04/2024;19/03/2024;4;107,69;267600;107,69;30/04/2024;PAID
7680;25/04/2024;20/03/2024;26799;23,49;267619;23,49;25/04/2024;PAID
7681;03/05/2024;20/03/2024;115264;11,96;267580;11,96;03/05/2024;PAID
7682;18/04/2024;20/03/2024;45230;245,6;267662;245,6;18/04/2024;PAID
7683;18/04/2024;20/03/2024;19032024;80;267720;80;20/04/2024;PAID
7684;18/04/2024;20/03/2024;19032024;360;267609;360;18/04/2024;PAID
7685;19/04/2024;20/03/2024;20032024;204;267662;204;19/04/2024;PAID
7686;24/04/2024;20/03/2024;20792;42,8;253236;42,8;24/04/2024;PAID
7687;16/04/2024;20/03/2024;425901;1000;267966;1000;15/04/2024;PAID
7688;14/05/2024;20/03/2024;425901;1000;267966;1000;14/05/2024;PAID
7689;18/04/2024;20/03/2024;5149;309;267853;309;18/04/2024;PAID
7690;03/05/2024;20/03/2024;115292;284,69;267580;284,69;03/05/2024;PAID
7691;03/05/2024;20/03/2024;115308;22,11;267580;22,11;03/05/2024;PAID
7692;25/04/2024;20/03/2024;26866;2,97;267619;2,97;25/04/2024;PAID
7693;25/04/2024;20/03/2024;26848;7,69;267619;7,69;25/04/2024;PAID
7694;19/04/2024;20/03/2024;45247;285,5;267662;285,5;19/04/2024;PAID
7696;18/04/2024;20/03/2024;649361;91,02;267575;91,02;18/04/2024;PAID
7697;03/05/2024;20/03/2024;649361;91,04;267575;91,04;03/05/2024;PAID
7698;18/05/2024;20/03/2024;649361;91,04;267575;91,04;20/05/2024;PAID
7699;02/06/2024;20/03/2024;649361;91,04;267575;91,04;03/06/2024;PAID
7700;20/04/2024;20/03/2024;20032024;120;267567;120;20/03/2024;PAID
7701;19/04/2024;20/03/2024;20830;777,48;253236;777,48;19/04/2024;PAID
7702;19/05/2024;20/03/2024;20830;618;253236;618;20/05/2024;PAID
7703;18/06/2024;20/03/2024;20830;618;253236;618;18/06/2024;PAID
7704;19/04/2024;20/03/2024;2024003496;83,7;267597;83,7;19/04/2024;PAID
7705;19/04/2024;21/03/2024;11733;63,2;267662;63,2;19/04/2024;PAID
7706;24/04/2024;21/03/2024;20806;61,74;253236;61,74;24/04/2024;PAID
7707;19/04/2024;21/03/2024;20790;320,52;253236;320,52;19/04/2024;PAID
7708;19/05/2024;21/03/2024;20790;301;253236;301;20/05/2024;PAID
7709;20/03/2024;20/03/2024;368;1000;267905;1000;20/03/2024;PAID
7710;23/04/2024;22/02/2024;139;140;267720;140;20/03/2024;PAID
7711;15/03/2024;15/02/2024;135;150;267720;150;20/03/2024;PAID
7712;21/03/2024;21/03/2024;372;94,21;267938;94,21;21/03/2024;PAID
7713;22/03/2024;22/03/2024;338186;12;267897;12;22/03/2024;PAID
7714;20/04/2024;22/03/2024;650162;109,5;267575;109,5;20/04/2024;PAID
7715;20/04/2024;22/03/2024;45253;335,2;267662;335,2;20/04/2024;PAID
7716;22/03/2024;22/03/2024;374;105;267897;105;22/03/2024;PAID
7717;20/03/2024;20/03/2024;369;285,26;267938;285,26;20/03/2024;PAID
7718;21/03/2024;21/03/2024;373;705,75;267938;705,75;21/03/2024;PAID
7719;22/03/2024;22/03/2024;708947;30;253245;30;22/03/2024;PAID
7720;25/04/2024;22/03/2024;22032024;149,4;267619;149,4;25/04/2024;PAID
7721;22/03/2024;22/03/2024;140252;22,26;267568;22,26;22/03/2024;PAID
7722;21/04/2024;22/03/2024;49570;780;267574;780;22/04/2024;PAID
7723;21/05/2024;22/03/2024;49570;520;267574;520;21/05/2024;PAID
7724;20/03/2024;18/03/2024;3;1815;267938;1815;20/03/2024;PAID
7725;25/04/2024;25/03/2024;85621;107,33;267641;107,33;25/03/2024;PAID
7726;25/04/2024;25/03/2024;25032024;838,5;267597;838,5;25/04/2024;PAID
7727;24/04/2024;25/03/2024;49602;140;267574;140;24/04/2024;PAID
7728;24/04/2024;25/03/2024;21138;864,58;253236;864,58;24/04/2024;PAID
7729;24/05/2024;25/03/2024;21138;687;253236;687;24/05/2024;PAID
7730;23/06/2024;25/03/2024;21138;687;253236;687;24/06/2024;PAID
7731;25/03/2024;25/03/2024;342783;155;267897;155;25/03/2024;PAID
7732;25/03/2024;25/03/2024;25032024;900;267968;900;25/03/2024;PAID
7733;25/04/2024;25/03/2024;25032024;444;267592;444;25/04/2024;PAID
7734;24/04/2024;26/03/2024;223284;750;267632;750;24/04/2024;PAID
7735;24/04/2024;26/03/2024;57019;349;253270;349;24/04/2024;PAID
7736;09/05/2024;26/03/2024;57019;349;253270;349;09/05/2024;PAID
7737;03/04/2024;26/03/2024;221697;52;253236;52;03/04/2024;PAID
7738;24/04/2024;26/03/2024;21230;351,31;253236;351,31;24/04/2024;PAID
7739;24/05/2024;26/03/2024;21230;345;253236;345;24/05/2024;PAID
7740;26/03/2024;26/03/2024;376;1708,66;267938;1708,66;26/03/2024;PAID
7741;20/03/2024;20/03/2024;370;30;267938;30;20/03/2024;PAID
7742;28/03/2024;22/03/2024;375;2402,19;267938;2402,19;22/03/2024;PAID
7743;02/05/2024;26/03/2024;21295;63,26;253236;63,26;02/05/2024;PAID
7744;02/05/2024;26/03/2024;21301;41,91;253236;41,91;02/05/2024;PAID
7745;26/04/2024;26/03/2024;27551;866;267619;866;20/04/2024;PAID
7746;26/04/2024;27/03/2024;49694;400;267574;400;26/04/2024;PAID
7747;25/04/2024;27/03/2024;12021;442,31;267967;442,31;25/04/2024;PAID
7748;24/04/2024;27/03/2024;140446;261,93;267568;261,93;24/04/2024;PAID
7749;22/05/2024;27/03/2024;140446;261,93;267568;261,93;22/05/2024;PAID
7750;19/06/2024;27/03/2024;140446;262,01;267568;262,01;18/06/2024;PAID
7751;02/05/2024;27/03/2024;21437;209,9;253236;209,9;02/05/2024;PAID
7752;02/05/2024;27/03/2024;21486;104,98;253236;104,98;02/05/2024;PAID
7753;26/04/2024;27/03/2024;21480;343,4;253236;343,4;26/04/2024;PAID
7754;02/05/2024;28/03/2024;21475;99,53;253236;99,53;02/05/2024;PAID
7755;27/03/2024;28/03/2024;249303;2459,06;267969;2459,06;27/03/2024;PAID
7756;27/04/2024;28/03/2024;8568;382,78;267755;382,78;27/05/2024;PAID
7757;27/04/2024;28/03/2024;45344;365,3;267662;365,3;27/05/2024;PAID
7758;27/04/2024;28/03/2024;21500;315,23;253236;315,23;27/04/2024;PAID
7759;28/03/2024;28/03/2024;179623;27;267572;27;28/03/2024;PAID
7760;27/04/2024;28/03/2024;12696;15,9;267662;15,9;27/04/2024;PAID
7761;27/04/2024;28/03/2024;45355;191;267662;191;27/04/2024;PAID
7762;26/03/2024;26/03/2024;377;50;267938;50;26/03/2024;PAID
7763;14/04/2024;28/03/2024;57018;615;253270;615;15/04/2024;PAID
7764;04/05/2024;28/03/2024;57018;615;253270;615;07/05/2024;PAID
7765;24/05/2024;28/03/2024;57018;615;253270;615;24/05/2024;PAID
7766;13/06/2024;28/03/2024;57018;615;253270;615;13/06/2024;PAID
7767;29/04/2024;01/04/2024;45356;149,5;267662;149,5;29/04/2024;PAID
7768;27/04/2024;01/04/2024;21514;462,4;253236;462,4;27/04/2024;PAID
7769;27/05/2024;01/04/2024;21514;461;253236;461;28/05/2024;PAID
7770;27/04/2024;01/04/2024;45348;452;267662;452;27/04/2024;PAID
7771;01/05/2024;01/04/2024;27987;85,05;267619;85,05;10/05/2024;PAID
7772;02/04/2024;01/04/2024;140606;31,37;267568;31,37;01/04/2024;PAID
7773;23/04/2024;24/02/2024;125222;3064,27;253256;3064,27;23/04/2024;PAID
7774;23/05/2024;24/02/2024;125222;3064,27;253256;3064,27;23/05/2024;PAID
7775;23/06/2024;24/02/2024;125222;3064,27;253256;3064,27;25/06/2024;PAID
7776;01/05/2024;01/04/2024;380777;280,8;267584;280,8;01/05/2024;PAID
7777;08/04/2024;01/04/2024;21674;163,94;253236;163,94;08/04/2024;PAID
7778;29/03/2024;01/03/2024;379;219,34;267938;219,34;29/03/2024;PAID
7779;01/05/2024;01/04/2024;49807;645;267574;645;02/05/2024;PAID
7780;27/04/2024;01/04/2024;49745;1010;267574;1010;27/04/2024;PAID
7781;27/05/2024;01/04/2024;49745;1010;267574;1010;28/05/2024;PAID
7782;26/06/2024;01/04/2024;49745;1010;267574;1010;26/06/2024;PAID
7783;26/07/2024;01/04/2024;49745;1010;267574;1010;25/07/2024;PAID
7784;01/05/2024;01/04/2024;2024004009;30;267597;30;01/05/2024;PAID
7785;01/05/2024;01/04/2024;45376;157;267662;157;02/05/2024;PAID
7786;01/05/2024;02/04/2024;380835;99;267584;99;01/05/2024;PAID
7787;03/05/2024;02/04/2024;13580;121,72;267639;121,72;02/04/2024;PAID
7788;10/05/2024;02/04/2024;28132;139,5;267619;139,5;10/05/2024;PAID
7789;02/05/2024;02/04/2024;2042024;16,8;267662;16,8;02/05/2024;PAID
7790;15/04/2024;01/04/2024;74658;70;267938;70;15/04/2024;PAID
7791;27/03/2024;27/03/2024;3;100;267938;100;27/03/2024;PAID
7792;28/03/2024;28/03/2024;3;342,8;267938;342,8;28/03/2024;PAID
7793;27/03/2024;27/03/2024;3;103,54;267938;103,54;27/03/2024;PAID
7794;26/03/2024;26/03/2024;3;211,04;267938;211,04;27/03/2024;PAID
7795;27/03/2024;27/03/2024;3;25,8;267938;25,8;27/03/2024;PAID
7796;21/03/2024;21/03/2024;3;279,5;267938;279,5;21/03/2024;PAID
7797;21/03/2024;21/03/2024;3;279,5;267938;279,5;21/03/2024;PAID
7798;22/03/2024;22/03/2024;3;164,1;267938;164,1;22/03/2024;PAID
7799;21/03/2024;21/03/2024;3;34;267938;34;21/03/2024;PAID
7800;20/03/2024;20/03/2024;3;18;267938;18;20/03/2024;PAID
7801;22/03/2024;22/03/2024;3;71;267938;71;22/03/2024;PAID
7802;21/03/2024;21/03/2024;3;30;267938;30;21/03/2024;PAID
7803;21/03/2024;21/03/2024;3;6;267938;6;21/03/2024;PAID
7804;14/04/2024;01/03/2024;376233;39;267584;39;15/04/2024;PAID
7805;14/04/2024;11/03/2024;377623;62,9;267584;62,9;15/04/2024;PAID
7806;25/03/2024;25/03/2024;3;25,8;267938;25,8;25/03/2024;PAID
7807;20/03/2024;20/03/2024;3;28,9;267938;28,9;20/03/2024;PAID
7808;22/03/2024;22/03/2024;3;32,45;267938;32,45;22/03/2024;PAID
7809;22/03/2024;22/03/2024;3;229,48;267938;229,48;22/03/2024;PAID
7810;19/03/2024;19/03/2024;3;243,13;267938;243,13;19/03/2024;PAID
7811;25/04/2024;14/03/2024;26280;34;267619;34;25/04/2024;PAID
7812;20/03/2024;20/03/2024;3;27;267938;27;20/03/2024;PAID
7813;20/03/2024;20/03/2024;3;139,47;267938;139,47;20/03/2024;PAID
7814;25/04/2024;18/03/2024;26634;136,98;267619;136,98;25/04/2024;PAID
7815;25/03/2024;25/03/2024;3;56,16;267938;56,16;25/03/2024;PAID
7816;25/03/2024;25/03/2024;3;99,19;267938;99,19;25/03/2024;PAID
7817;27/05/2024;28/03/2024;8568;382,77;267755;382,77;28/05/2024;PAID
7818;27/04/2024;02/04/2024;39489;385;253276;385;27/04/2024;PAID
7819;25/04/2024;27/03/2024;45321;911,6;267662;911,6;25/04/2024;PAID
7820;08/04/2024;03/04/2024;21859;125,36;253236;125,36;08/04/2024;PAID
